rank,name,nation,born,bw,group,lift1,lift2,lift3,lift4,cat,sec,event_id
Rank: 2,JUMAYEV Jasurbek,TKM,"Born: Dec 12, 1984",B.weight: 92.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 158,94kgMen,Snatch,194
Rank: 3,GULALYYEV Meylis,TKM,"Born: Jun 14, 1989",B.weight: 93.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 158,94kgMen,Snatch,194
Rank: 4,AHMEDOV Giyosiddin,UZB,"Born: Apr 03, 1989",B.weight: 92.75,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 155,94kgMen,Snatch,194
Rank: 5,KIM Hyun-Ho,KOR,"Born: Nov 20, 1987",B.weight: 93.45,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 151,94kgMen,Snatch,194
Rank: 6,SAPARGELDIYEV Dovletmyrat,TKM,"Born: Apr 27, 1994",B.weight: 87.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 130,94kgMen,Snatch,194
Rank: 1,KIM Hyun-Ho,KOR,"Born: Nov 20, 1987",B.weight: 93.45,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 196,94kgMen,CleanJerk,194
Rank: 2,EBRAHIMI FARBOD KAMACHALI Asghar,IRI,"Born: Apr 01, 1982",B.weight: 92.55,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 195,94kgMen,CleanJerk,194
Rank: 3,AHMEDOV Giyosiddin,UZB,"Born: Apr 03, 1989",B.weight: 92.75,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 194,94kgMen,CleanJerk,194
Rank: 4,JUMAYEV Jasurbek,TKM,"Born: Dec 12, 1984",B.weight: 92.65,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 190,94kgMen,CleanJerk,194
Rank: 5,GULALYYEV Meylis,TKM,"Born: Jun 14, 1989",B.weight: 93.40,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 180,94kgMen,CleanJerk,194
Rank: 6,SAPARGELDIYEV Dovletmyrat,TKM,"Born: Apr 27, 1994",B.weight: 87.60,Group: A,1: 0.0,2: 0.0,3: 0.0,Total: 157,94kgMen,CleanJerk,194
Rank: 1,EBRAHIMI FARBOD KAMACHALI Asghar,IRI,"Born: Apr 01, 1982",B.weight: 92.55,Group: A,Snatch: 165,CI&Jerk: 195,Total: 360,,94kgMen,Total,194
Rank: 2,AHMEDOV Giyosiddin,UZB,"Born: Apr 03, 1989",B.weight: 92.75,Group: A,Snatch: 155,CI&Jerk: 194,Total: 349,,94kgMen,Total,194
Rank: 3,JUMAYEV Jasurbek,TKM,"Born: Dec 12, 1984",B.weight: 92.65,Group: A,Snatch: 158,CI&Jerk: 190,Total: 348,,94kgMen,Total,194
